"Departement";"Code";"Dienstabteilung";"Konto";"Bezeichnung";"Rechnung 2011 Fr.";"Budget 2012 Fr.";"Budget 2013 Fr.";"Abweichung zum Vorjahr Fr.";"Bezeichnung (sofern gemäss Art. 4 FVO erforderlich)"
"Behörden und Gesamtverwaltung";1015;"Stadtrat";"3983 0000";"Vergütung an Finanzverwaltung für Annuitätenverpflichtung gegenüber der Pensionskasse (Ablösung Leistungsprimat 1995)";"314’209.00";"314’200";"314’200";;
"Behörden und Gesamtverwaltung";1015;"Stadtrat";"4340 0100";"Entschädigungen für Revisionen";"-93’148.35";"-94’600";"-92’500";"-2’100";
"Behörden und Gesamtverwaltung";1015;"Stadtrat";"4360 0000";"Rückerstattungen Dritter";"-1’315.05";;;;
"Behörden und Gesamtverwaltung";1015;"Stadtrat";"4366 0000";"Versicherungs- und Haftpflichtleistungen für das Personal";"-10’450.00";"-9’000";"-9’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";;"Aufwand";"10’595’688.91";"12’238’500";"12’699’500";"-461’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";;"Ertrag";"-3’104’477.20";"-3’444’400";"-3’478’400";"+34’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";;"Saldo (+ Aufwandüberschuss/- Ertragsüberschuss)";"7’491’211.71";"8’794’100";"+9’221’100";"-427’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3010 0000";"Löhne des Verwaltungs- und Betriebspersonals";"5’397’506.80";"5’458’100";"5’462’400";"-4’300";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3012 0000";"Löhne des Personals in Ausbildung";408.85;;"32’500";"-32’500";"Geplant ist neu die Anstellung von Praktikantinnen bzw. Praktikanten."
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3030 0000";"Sozialversicherungsbeiträge";"376’938.90";"404’100";"407’000";"-2’900";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3040 0000";"Personalversicherungsbeiträge";"529’303.75";"619’700";"666’700";"-47’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3050 0000";"Unfall- und Krankenversicherungsbeiträge";"10’993.50";"11’100";"11’200";-100;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3060 0000";"Dienstkleider und Dienstkleiderentschädigungen";"1’784.40";"35’000";"35’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3062 0000";"Verpflegungszulagen";"28’700.00";"60’000";"60’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3091 0000";"Aus- und Weiterbildung des Personals";"12’913.30";"25’000";"20’000";"+5’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3092 0000";"Personalwerbung";"79’871.25";"24’000";"22’000";"+2’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3096 0000";"Verbilligungen für das Personal";;"4’500";"4’500";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3099 0000";"Übriger Personalaufwand";"23’585.10";"30’000";"80’000";"-50’000";"Kostenverschiebung im Zusammenhang mit den DC-Konferenzen (vormals in Institution 2050, HRZ)."
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3100 0000";"Büromaterial";"1’046.00";"5’000";"4’000";"+1’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3101 0000";"Druck-, Reproduktions- und Vervielfältigungskosten";"679’089.90";"822’000";"812’000";"+10’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3102 0000";"Fachliteratur und Zeitschriften";"13’439.53";"17’000";"17’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3106 0000";"Amtliche Publikationen";"103’702.95";"150’000";"150’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3107 0000";"Temporäre Aktionen in Öffentlichkeitsarbeit";;"10’000";"10’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3111 0000";"Anschaffungen Maschinen, Geräte, Fahrzeuge";"40’045.35";"85’000";"85’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3112 0000";"Anschaffungen IT-Anlagen Hardware";"3’993.86";"22’500";"13’000";"+9’500";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3113 0000";"Anschaffungen IT-Anlagen Software";;"20’000";"11’000";"+9’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3119 0000";"Anschaffungen übrige Mobilien";420.6;"2’000";"2’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3130 0000";"Betriebs-, Verbrauchs- und Produktionsmaterialien";"13’706.70";"22’000";"24’000";"-2’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3132 0000";"IT-Verbrauchsmaterialien";53.35;"8’000";"5’000";"+3’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3151 0000";"Unterhalt Maschinen, Geräte, Fahrzeuge";"17’674.15";"18’000";"20’000";"-2’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3152 0000";"Unterhalt IT-Anlagen Hardware";158.76;"3’000";"3’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3153 0000";"Unterhalt IT-Anlagen Software";"144’810.10";"167’000";"177’000";"-10’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3159 0000";"Unterhalt übrige Mobilien";;"6’000";"5’500";500;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3161 0000";"Mieten und Benutzungskosten";;"15’000";"45’000";"-30’000";"Kostenverschiebung von Kto. 3911. Ab 2012 werden die Mieten von Kopierern und Multifunktionsgeräten separat ausgewiesen (zuvor 3911 SBMV). Zu tiefe Budgetierung im Jahr 2012. Die Korrektur für das Jahr 2013 erfolgt aufgrund von Erfahrungswerten."
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3170 0000";"Reise- und Spesenentschädigungen des Personals";"38’214.10";"41’400";"41’400";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3180 0000";"Entschädigungen für Dienstleistungen Dritter";"171’935.95";"205’000";"245’000";"-40’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3181 0000";"Post- und Telekommunikationsgebühren";"234’018.70";"235’000";"235’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3184 0000";"Sachversicherungsprämien";"5’101.35";"5’500";"3’000";"+2’500";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3186 0000";"Entschädigungen für Dienstleistungen Dritter im Zusammenhang mit Projektbegleitung, -beratung und Organisationsentwicklung";;"139’000";"115’000";"+24’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3187 0000";"Steuern und Abgaben";879.8;"2’000";"1’000";"+1’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3189 0000";"Entschädigungen für IT-Leistungen Dritter";"419’853.41";"1’050’000";"1’280’000";"-230’000";"Mehraufwand aufgrund von geplanten Projekten im Rahmen von LSP eZürich."
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3190 0000";"Schadenersatzleistungen";;"2’000";"2’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3196 0000";"Abgeltung von Rechten";;;"10’000";"-10’000";"Medienarchiv: neue Verrechnung durch Pro Litteris."
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3197 0000";"Mitgliederbeiträge";270;"1’000";"1’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3198 0000";"Rückerstattungen von Gebühren";"1’025.00";"30’000";"15’000";"+15’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3199 0000";"Übriger Sachaufwand";43.4;300;300;;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3900 0000";"Vergütung an HRZ für Aus- und Weiterbildung";"3’200.00";"15’000";"15’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3910 0000";"Vergütung an OIZ für IT-Leistungen";"1’008’389.00";"1’284’900";"1’285’000";-100;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3911 0000";"Vergütung an SBMV für Material/Dienstleistungen";"127’737.60";"78’000";"48’000";"+30’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3912 0000";"Vergütung an RVZ für Versicherungsprämien";;;"2’800";"-2’800";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3913 0000";"Vergütung an IMMO für Raumkosten";"715’224.00";"715’200";"811’900";"-96’700";"Verrechnung des Nutzerausbaus/Instandsetzung Stadthaus."
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3914 0000";"Vergütung an IMMO für Verwaltungsparkplätze";"8’940.00";"8’400";"9’500";"-1’100";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3915 0000";"Vergütung an IMMO für Dienstfahrzeuge";;"1’000";"1’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3980 0681";"Vergütung an IMMO für Dienstleistungen des Regiebetriebes";"1’832.50";"2’000";"14’000";"-12’000";"Kostenverschiebung im Zusammenhang mit dem Stadtumgang (zuvor in Institution 1500, PRD)."
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"3983 0000";"Vergütung an Finanzverwaltung für Annuitätenverpflichtung gegenüber der Pensionskasse (Ablösung Leistungsprimat 1995)";"378’877.00";"378’800";"378’800";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"4110 0101";"Vertragliche Vergütung des Tagblattes";"-1’000’000.00";"-1’000’000";"-1’000’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"4310 0000";"Gebühren für Amtshandlungen";"-1’601’575.00";"-2’100’000";"-2’100’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"4350 0000";"Verkäufe";"-2’332.80";"-2’000";"-2’000";;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"4360 0000";"Rückerstattungen Dritter";"-342’538.20";"-310’000";"-350’000";"+40’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"4366 0000";"Versicherungs- und Haftpflichtleistungen für das Personal";"-147’151.20";"-32’400";"-26’400";"-6’000";
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"4367 0000";"Rückerstattungen von Personalaufwendungen";"-1’680.00";;;;
"Behörden und Gesamtverwaltung";1020;"Stadtkanzlei";"4399 0000";"Übrige Entgelte";"-9’200.00";;;;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";;"Aufwand";"889’776.25";"961’100";"958’500";"+2’600";
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";;"Ertrag";"-2’404.05";"-2’400";"-2’400";;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";;"Saldo (+ Aufwandüberschuss/- Ertragsüberschuss)";"887’372.20";"958’700";"+956’100";"+2’600";
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3010 0000";"Löhne des Verwaltungs- und Betriebspersonals";"579’860.95";"614’800";"598’700";"+16’100";
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3030 0000";"Sozialversicherungsbeiträge";"42’174.65";"44’600";"42’800";"+1’800";
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3040 0000";"Personalversicherungsbeiträge";"69’804.90";"91’500";"92’600";"-1’100";
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3050 0000";"Unfall- und Krankenversicherungsbeiträge";962.4;"1’000";"1’000";;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3062 0000";"Verpflegungszulagen";"1’800.00";"3’700";"4’000";-300;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3091 0000";"Aus- und Weiterbildung des Personals";"2’215.85";"4’000";"4’000";;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3096 0000";"Verbilligungen für das Personal";;300;300;;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3099 0000";"Übriger Personalaufwand";"1’325.50";"1’300";"1’300";;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3100 0000";"Büromaterial";105.25;300;300;;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3101 0000";"Druck-, Reproduktions- und Vervielfältigungskosten";"1’116.25";"5’000";"4’700";300;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3102 0000";"Fachliteratur und Zeitschriften";"15’774.15";"15’000";"15’000";;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3110 0000";"Anschaffungen Büromaschinen und -geräte";;100;100;;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3130 0000";"Betriebs-, Verbrauchs- und Produktionsmaterialien";87.8;100;100;;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3161 0000";"Mieten und Benutzungskosten";;"1’600";"1’500";100;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3170 0000";"Reise- und Spesenentschädigungen des Personals";"18’425.60";"19’000";"19’000";;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3180 0000";"Entschädigungen für Dienstleistungen Dritter";"6’974.10";"5’000";"5’000";;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3181 0000";"Post- und Telekommunikationsgebühren";360.5;300;300;;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3197 0000";"Mitgliederbeiträge";180;400;400;;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3900 0000";"Vergütung an HRZ für Aus- und Weiterbildung";350;600;600;;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3910 0000";"Vergütung an OIZ für IT-Leistungen";"8’012.00";"12’700";"12’400";300;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3911 0000";"Vergütung an SBMV für Material/Dienstleistungen";"3’622.35";"3’200";"3’200";;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3913 0000";"Vergütung an IMMO für Raumkosten";"71’892.00";"71’900";"86’500";"-14’600";
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3914 0000";"Vergütung an IMMO für Verwaltungsparkplätze";"3’000.00";"3’000";"3’000";;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3982 0000";"Vergütung für Verwaltungskosten";"4’500.00";"4’500";"4’500";;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"3983 0000";"Vergütung an Finanzverwaltung für Annuitätenverpflichtung gegenüber der Pensionskasse (Ablösung Leistungsprimat 1995)";"57’232.00";"57’200";"57’200";;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"4360 0000";"Rückerstattungen Dritter";-4.05;;;;
"Behörden und Gesamtverwaltung";1025;"Rechtskonsulent";"4366 0000";"Versicherungs- und Haftpflichtleistungen für das Personal";"-2’400.00";"-2’400";"-2’400";;
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";;"Aufwand";"14’240’309.47";"15’382’000";;"+15’382’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";;"Ertrag";"-3’069’227.44";"-2’338’200";;"-2’338’200";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";;"Saldo (+ Aufwandüberschuss/- Ertragsüberschuss)";"11’171’082.03";"13’043’800";;"+13’043’800";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3000 0000";"Löhne der Behörden";"1’429’926.50";"1’380’700";;"+1’380’700";"Allgemeiner Hinweis: Ab 1.1.2013 wird die Institution 1030 “Vormundschaftsbehörde” unter der neuen Institution 5530 “Kindes- und Erwachsenenschutzbehörde” geführt."
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3001 0000";"Vergütungen an Behörden und Kommissionen";"51’996.55";"52’000";;"+52’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3010 0000";"Löhne des Verwaltungs- und Betriebspersonals";"6’599’911.15";"6’878’800";;"+6’878’800";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3012 0000";"Löhne des Personals in Ausbildung";"67’173.10";"66’900";;"+66’900";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3030 0000";"Sozialversicherungsbeiträge";"585’571.65";"613’900";;"+613’900";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3040 0000";"Personalversicherungsbeiträge";"889’440.05";"1’038’000";;"+1’038’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3050 0000";"Unfall- und Krankenversicherungsbeiträge";"16’388.40";"16’600";;"+16’600";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3062 0000";"Verpflegungszulagen";"36’700.00";"87’500";;"+87’500";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3091 0000";"Aus- und Weiterbildung des Personals";"67’294.90";"120’000";;"+120’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3092 0000";"Personalwerbung";"8’085.45";"50’000";;"+50’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3096 0000";"Verbilligungen für das Personal";;"8’500";;"+8’500";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3099 0000";"Übriger Personalaufwand";"20’591.25";"25’000";;"+25’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3100 0000";"Büromaterial";445.1;"3’000";;"+3’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3101 0000";"Druck-, Reproduktions- und Vervielfältigungskosten";895.7;"5’200";;"+5’200";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3102 0000";"Fachliteratur und Zeitschriften";"28’123.65";"50’000";;"+50’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3104 0000";"Kurs- und Lehrmaterial";;500;;500;
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3107 0000";"Temporäre Aktionen in Öffentlichkeitsarbeit";"7’405.20";"25’000";;"+25’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3110 0000";"Anschaffungen Büromaschinen und -geräte";548.2;"1’000";;"+1’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3112 0000";"Anschaffungen IT-Anlagen Hardware";812.8;"4’000";;"+4’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3113 0000";"Anschaffungen IT-Anlagen Software";62.4;"7’000";;"+7’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3119 0000";"Anschaffungen übrige Mobilien";"4’372.90";"2’000";;"+2’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3130 0000";"Betriebs-, Verbrauchs- und Produktionsmaterialien";242.9;"1’000";;"+1’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3132 0000";"IT-Verbrauchsmaterialien";600.2;"1’000";;"+1’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3136 0000";"Medizinische Bedürfnisse";24.25;"4’000";;"+4’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3150 0000";"Unterhalt Büromaschinen und -geräte";;"2’000";;"+2’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3152 0000";"Unterhalt IT-Anlagen Hardware";49;"2’000";;"+2’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3153 0000";"Unterhalt IT-Anlagen Software";"1’513.65";"2’000";;"+2’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3161 0000";"Mieten und Benutzungskosten";;"7’100";;"+7’100";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3170 0000";"Reise- und Spesenentschädigungen des Personals";"21’618.45";"25’000";;"+25’000";
"Behörden und Gesamtverwaltung";1030;"Vormundschaftsbehörde";"3171 0000";"Auslagen für Veranstaltungen, Reisen, Lager";700;"1’000";;"+1’000";
